"","morphotype","isolate","tree_sp","time","rep","pixels_per_cm","group","ppc_squared","threshold","leaf1","leaf2","area_pixels","area_cm","description","notes","threshold.1","leaf1.1","leaf2.1","area_pixels.1","area_cm.1","description.1","notes.1"
"507","MNPV","DRY","GR",0,6,67.518960300052,"control",4558.81,"151",1844,1715,3559,0.78068618784288,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"508","MNPV","DRY","GR",0,6,67.518960300052,"treatment",4558.81,"158",2541,1840,4381,0.960996400376414,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"509","MNPV","DRY","GR",0,7,67.518960300052,"control",4558.81,"138",2014,2459,4473,0.981177105428829,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"510","MNPV","DRY","GR",0,7,67.518960300052,"treatment",4558.81,"166",1702,2111,3813,0.836402482226721,"init","",NA,NA,NA,NA,NA,NA,NA
"511","MNPV","DRY","GR",0,8,67.5166646095614,"control",4558.5,"143",1731,2002,3733,0.818909729077547,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"512","MNPV","DRY","GR",0,8,67.5166646095614,"treatment",4558.5,"164",2837,2297,5134,1.12624766918943,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"513","MNPV","DRY","GR",0,9,67.518960300052,"control",4558.81,"154",2261,2249,4510,0.989293258547735,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"514","MNPV","DRY","GR",0,9,67.518960300052,"treatment",4558.81,"164",2967,2614,5581,1.22422298801661,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"515","MNPV","DRY","GR",0,10,67.518960300052,"control",4558.81,"157",2291,1554,3845,0.843421857897126,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"516","MNPV","DRY","GR",0,10,67.518960300052,"treatment",4558.81,"160",2869,2533,5402,1.18495835536028,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"517","MNPV","DRY","GR",0,11,67.4,"control",4542.76,"103",1667,1946,3613,0.795331472496896,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"518","MNPV","DRY","GR",0,11,67.4,"treatment",4542.76,"93",2255,2129,4384,0.965052082874728,"init","adjusted threshold",NA,NA,NA,NA,NA,NA,NA
"519","MNPV","DRY","GR",0,12,67.5000740740334,"control",4556.26,"131",1896,2047,3943,0.865402764548116,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"520","MNPV","DRY","GR",0,12,67.5000740740334,"treatment",4556.26,"143",2699,3186,5885,1.29162953826164,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"521","MNPV","DRY","GR",0,13,67.5000740740334,"control",4556.26,"118",2455,2146,4601,1.00981945718638,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"522","MNPV","DRY","GR",0,13,67.5000740740334,"treatment",4556.26,"117",1620,2600,4220,0.926198241540211,"init","adjusted threshold",NA,NA,NA,NA,NA,NA,NA
"523","MNPV","DRY","GR",0,14,67.6000739644566,"control",4569.77,"126",1535,1891,3426,0.749709503979412,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"524","MNPV","DRY","GR",0,14,67.6000739644566,"treatment",4569.77,"113",2690,2652,5342,1.16898662295914,"init","adjusted threshold; removed shadow",NA,NA,NA,NA,NA,NA,NA
"525","MNPV","DRY","GR",0,15,67.6,"control",4569.76,"155",2079,1759,3838,0.839869052204054,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"526","MNPV","DRY","GR",0,15,67.6,"treatment",4569.76,"157",2268,1757,4025,0.88079023843703,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"527","MNPV","DRY","GR",0,16,67.4125359261911,"control",4544.45,"142",1986,1824,3810,0.838385283147576,"init","filled flash; removed shadow",NA,NA,NA,NA,NA,NA,NA
"528","MNPV","DRY","GR",0,16,67.4125359261911,"treatment",4544.45,"155",2069,2773,4842,1.06547547007889,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"529","MNPV","DRY","GR",24,1,85.9028521063183,"control",7379.3,"125",931,1245,2176,0.294878918054558,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"530","MNPV","DRY","GR",24,1,85.9028521063183,"treatment",7379.3,"152",3466,2933,6399,0.867155421245918,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"531","MNPV","DRY","GR",24,2,86.0028487900256,"control",7396.49,"135",1688,1548,3236,0.43750481647376,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"532","MNPV","DRY","GR",24,2,86.0028487900256,"treatment",7396.49,"156",3574,3295,6869,0.928683740530982,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"533","MNPV","DRY","GR",24,3,86.0028487900256,"control",7396.49,"139",855,1352,2207,0.298384774399749,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"534","MNPV","DRY","GR",24,3,86.0028487900256,"treatment",7396.49,"154",2633,1820,4453,0.60204232007344,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"535","MNPV","DRY","GR",24,4,86.0028487900256,"control",7396.49,"141",1347,2618,3965,0.536065079517447,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"536","MNPV","DRY","GR",24,4,86.0028487900256,"treatment",7396.49,"153",2486,2880,5366,0.725479247589059,"small change","",NA,NA,NA,NA,NA,NA,NA
"537","MNPV","DRY","GR",24,5,85.9020954342791,"control",7379.17,"134",1145,1858,3003,0.406956337907922,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"538","MNPV","DRY","GR",24,5,85.9020954342791,"treatment",7379.17,"148",4028,3813,7841,1.06258562954912,"change","",NA,NA,NA,NA,NA,NA,NA
"539","MNPV","DRY","GR",24,6,86.002092997787,"control",7396.36,"142",1518,1371,2889,0.390597537166931,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"540","MNPV","DRY","GR",24,6,86.002092997787,"treatment",7396.36,"149",3129,2440,5569,0.752937931631235,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"541","MNPV","DRY","GR",24,7,86.002092997787,"control",7396.36,"130",1985,1462,3447,0.466040052133752,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"542","MNPV","DRY","GR",24,7,86.002092997787,"treatment",7396.36,"158",2128,2662,4790,0.647615854285081,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"543","MNPV","DRY","GR",24,8,85.9020954342791,"control",7379.17,"132",1626,1937,3563,0.482845631690285,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"544","MNPV","DRY","GR",24,8,85.9020954342791,"treatment",7379.17,"155",3578,2346,5924,0.802800314940569,"change","",NA,NA,NA,NA,NA,NA,NA
"545","MNPV","DRY","GR",24,9,85.9028521063183,"control",7379.3,"132",1042,1177,2219,0.300706029027144,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"546","MNPV","DRY","GR",24,9,85.9028521063183,"treatment",7379.3,"149",4551,3841,8392,1.13723523911482,"no change","",NA,NA,NA,NA,NA,NA,NA
"547","MNPV","DRY","GR",24,10,86.002092997787,"control",7396.36,"138",1795,1590,3385,0.457657550470772,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"548","MNPV","DRY","GR",24,10,86.002092997787,"treatment",7396.36,"147",2520,2675,5195,0.702372518373903,"change","",NA,NA,NA,NA,NA,NA,NA
"549","MNPV","DRY","GR",24,11,86.0028487900256,"control",7396.49,"132",1001,1177,2178,0.294463995760151,"change","",NA,NA,NA,NA,NA,NA,NA
"550","MNPV","DRY","GR",24,11,86.0028487900256,"treatment",7396.49,"151",2734,3691,6425,0.868655267566102,"change","",NA,NA,NA,NA,NA,NA,NA
"551","MNPV","DRY","GR",24,12,86.0028487900256,"control",7396.49,"135",2020,0,2020,0.273102512137514,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"552","MNPV","DRY","GR",24,12,86.0028487900256,"treatment",7396.49,"138",3338,3756,7094,0.959103574803724,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"553","MNPV","DRY","GR",24,13,86.0028487900256,"control",7396.49,"143",1494,2298,3792,0.512675606943293,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"554","MNPV","DRY","GR",24,13,86.0028487900256,"treatment",7396.49,"155",2591,3811,6402,0.865545684507111,"no change","",NA,NA,NA,NA,NA,NA,NA
"555","MNPV","DRY","GR",24,14,86.0028487900256,"control",7396.49,"126",1735,1501,3236,0.43750481647376,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"556","MNPV","DRY","GR",24,14,86.0028487900256,"treatment",7396.49,"140",3429,3140,6569,0.888123961500658,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"557","MNPV","DRY","GR",24,15,86.002092997787,"control",7396.36,"119",1575,2263,3838,0.518903893266418,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"558","MNPV","DRY","GR",24,15,86.002092997787,"treatment",7396.36,"147",3067,2302,5369,0.725897603686138,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"559","MNPV","DRY","GR",24,16,86.0028487900256,"control",7396.49,"136",1743,2078,3821,0.516596385582891,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"560","MNPV","DRY","GR",24,16,86.0028487900256,"treatment",7396.49,"142",4516,3069,7585,1.02548641315002,"no change","",NA,NA,NA,NA,NA,NA,NA
"561","MNPV","DRY","GR",48,1,85.700233371911,"control",7344.53,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"562","MNPV","DRY","GR",48,1,85.700233371911,"treatment",7344.53,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"563","MNPV","DRY","GR",48,2,85.700525085906,"control",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"564","MNPV","DRY","GR",48,2,85.700525085906,"treatment",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"565","MNPV","DRY","GR",48,3,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"566","MNPV","DRY","GR",48,3,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"567","MNPV","DRY","GR",48,4,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"568","MNPV","DRY","GR",48,4,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"569","MNPV","DRY","GR",48,5,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"570","MNPV","DRY","GR",48,5,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"571","MNPV","DRY","GR",48,6,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"572","MNPV","DRY","GR",48,6,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"573","MNPV","DRY","GR",48,7,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"574","MNPV","DRY","GR",48,7,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"575","MNPV","DRY","GR",48,8,85.8014568640883,"control",7361.89,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"576","MNPV","DRY","GR",48,8,85.8014568640883,"treatment",7361.89,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"577","MNPV","DRY","GR",48,9,85.7014585640174,"control",7344.74,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"578","MNPV","DRY","GR",48,9,85.7014585640174,"treatment",7344.74,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"579","MNPV","DRY","GR",48,10,85.7021003243211,"control",7344.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"580","MNPV","DRY","GR",48,10,85.7021003243211,"treatment",7344.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"581","MNPV","DRY","GR",48,11,85.700233371911,"control",7344.53,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"582","MNPV","DRY","GR",48,11,85.700233371911,"treatment",7344.53,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"583","MNPV","DRY","GR",48,12,85.700525085906,"control",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"584","MNPV","DRY","GR",48,12,85.700525085906,"treatment",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"585","MNPV","DRY","GR",48,13,85.700525085906,"control",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"586","MNPV","DRY","GR",48,13,85.700525085906,"treatment",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"587","MNPV","DRY","GR",48,14,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"588","MNPV","DRY","GR",48,14,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"589","MNPV","DRY","GR",48,15,85.7009334838309,"control",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"590","MNPV","DRY","GR",48,15,85.7009334838309,"treatment",7344.65,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"591","MNPV","DRY","GR",48,16,85.8009323958662,"control",7361.8,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"592","MNPV","DRY","GR",48,16,85.8009323958662,"treatment",7361.8,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"593","SNPV","LOV","DO",0,1,67.3047546611679,"control",4529.93,"104",1404,1417,2821,0.622746929864258,"init","",NA,NA,NA,NA,NA,NA,NA
"594","SNPV","LOV","DO",0,1,67.3047546611679,"treatment",4529.93,"98",1345,1168,2513,0.554754709233918,"init","",NA,NA,NA,NA,NA,NA,NA
"595","SNPV","LOV","DO",0,2,67.5047405742737,"control",4556.89,"115",974,1120,2094,0.459523929697667,"init","",NA,NA,NA,NA,NA,NA,NA
"596","SNPV","LOV","DO",0,2,67.5047405742737,"treatment",4556.89,"131",1168,2844,4012,0.880425026717783,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"597","SNPV","LOV","DO",0,3,67.5047405742737,"control",4556.89,"91",1173,998,2171,0.476421418994095,"init","",NA,NA,NA,NA,NA,NA,NA
"598","SNPV","LOV","DO",0,3,67.5047405742737,"treatment",4556.89,"108",1125,1105,2230,0.489368845857591,"init","",NA,NA,NA,NA,NA,NA,NA
"599","SNPV","LOV","DO",0,4,67.5026666139939,"control",4556.61,"103",1141,1126,2267,0.497518988897448,"init","",NA,NA,NA,NA,NA,NA,NA
"600","SNPV","LOV","DO",0,4,67.5026666139939,"treatment",4556.61,"119",1561,1382,2943,0.645874893835549,"init","",NA,NA,NA,NA,NA,NA,NA
"601","SNPV","LOV","DO",0,5,67.5026666139939,"control",4556.61,"122",1033,1155,2188,0.480181538468291,"init","",NA,NA,NA,NA,NA,NA,NA
"602","SNPV","LOV","DO",0,5,67.5026666139939,"treatment",4556.61,"125",1475,1060,2535,0.556334643517878,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"603","SNPV","LOV","DO",0,6,67.2011904656458,"control",4516,"123",1501,1248,2749,0.608724534986714,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"604","SNPV","LOV","DO",0,6,67.2011904656458,"treatment",4516,"134",1376,1585,2961,0.655668733392383,"init","",NA,NA,NA,NA,NA,NA,NA
"605","SNPV","LOV","DO",0,7,67.2011904656458,"control",4516,"137",1337,1495,2832,0.62710363153233,"init","",NA,NA,NA,NA,NA,NA,NA
"606","SNPV","LOV","DO",0,7,67.2011904656458,"treatment",4516,"141",1230,1403,2633,0.58303808680248,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"607","SNPV","LOV","DO",0,8,67.4011869331691,"control",4542.92,"135",909,1028,1937,0.426377748232414,"init","",NA,NA,NA,NA,NA,NA,NA
"608","SNPV","LOV","DO",0,8,67.4011869331691,"treatment",4542.92,"143",1368,1172,2540,0.559111760717776,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"609","SNPV","LOV","DO",0,10,67.4011869331691,"control",4542.92,"131",992,1066,2058,0.453012599825663,"init","",NA,NA,NA,NA,NA,NA,NA
"610","SNPV","LOV","DO",0,10,67.4011869331691,"treatment",4542.92,"143",1099,1099,2198,0.483829783487272,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"611","SNPV","LOV","DO",0,11,67.4011869331691,"control",4542.92,"131",1192,818,2010,0.442446708284539,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"612","SNPV","LOV","DO",0,11,67.4011869331691,"treatment",4542.92,"136",1208,1000,2208,0.486031010891673,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"613","SNPV","LOV","DO",0,12,67.4011869331691,"control",4542.92,"132",958,870,1828,0.402384369524447,"init","",NA,NA,NA,NA,NA,NA,NA
"614","SNPV","LOV","DO",0,12,67.4011869331691,"treatment",4542.92,"141",1383,1358,2741,0.60335643154623,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"615","SNPV","LOV","DO",0,13,67.4011869331691,"control",4542.92,"144",1619,1137,2756,0.606658272652831,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"616","SNPV","LOV","DO",0,13,67.4011869331691,"treatment",4542.92,"143",1191,997,2188,0.481628556082872,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"617","SNPV","LOV","DO",0,14,67.4011869331691,"control",4542.92,"125",1451,1432,2883,0.63461386068872,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"618","SNPV","LOV","DO",0,14,67.4011869331691,"treatment",4542.92,"131",1400,1057,2457,0.54084157326125,"init","",NA,NA,NA,NA,NA,NA,NA
"619","SNPV","LOV","DO",0,15,67.4011869331691,"control",4542.92,"144",1502,1082,2584,0.568797161297139,"init","",NA,NA,NA,NA,NA,NA,NA
"620","SNPV","LOV","DO",0,15,67.4011869331691,"treatment",4542.92,"151",1293,1343,2636,0.580243543800023,"init","",NA,NA,NA,NA,NA,NA,NA
"621","SNPV","LOV","DO",0,16,67.5011851747804,"control",4556.41,"138",1530,1870,3400,0.74620150513233,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"622","SNPV","LOV","DO",0,16,67.5011851747804,"treatment",4556.41,"146",1318,1333,2651,0.581817702972296,"init","",NA,NA,NA,NA,NA,NA,NA
"623","SNPV","LOV","DO",24,1,85.7021003243211,"control",7344.85,"138",1594,1544,3138,0.427238132841379,"change","",NA,NA,NA,NA,NA,NA,NA
"624","SNPV","LOV","DO",24,1,85.7021003243211,"treatment",7344.85,"127",1424,994,2418,0.329210262973376,"change","",NA,NA,NA,NA,NA,NA,NA
"625","SNPV","LOV","DO",24,2,85.8020978764505,"control",7362,"124",1150,996,2146,0.291496875848954,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"626","SNPV","LOV","DO",24,2,85.8020978764505,"treatment",7362,"139",829,1053,1882,0.255637055148058,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"627","SNPV","LOV","DO",24,3,85.9020954342791,"control",7379.17,"124",1122,973,2095,0.283907268703662,"change","",NA,NA,NA,NA,NA,NA,NA
"628","SNPV","LOV","DO",24,3,85.9020954342791,"treatment",7379.17,"148",1007,646,1653,0.224008933254011,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"629","SNPV","LOV","DO",24,4,85.9020954342791,"control",7379.17,"121",1365,991,2356,0.319277100270085,"change","",NA,NA,NA,NA,NA,NA,NA
"630","SNPV","LOV","DO",24,4,85.9020954342791,"treatment",7379.17,"139",1433,1109,2542,0.344483187133512,"change","",NA,NA,NA,NA,NA,NA,NA
"631","SNPV","LOV","DO",24,5,85.9020954342791,"control",7379.17,"131",1248,1280,2528,0.342585954788953,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"632","SNPV","LOV","DO",24,5,85.9020954342791,"treatment",7379.17,"128",994,1060,2054,0.278351088266024,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"633","SNPV","LOV","DO",24,6,85.9020954342791,"control",7379.17,"134",856,1142,1998,0.270762158887788,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"634","SNPV","LOV","DO",24,6,85.9020954342791,"treatment",7379.17,"136",1377,1217,2594,0.351530050127589,"change","",NA,NA,NA,NA,NA,NA,NA
"635","SNPV","LOV","DO",24,7,85.9020954342791,"control",7379.17,"134",1305,1375,2680,0.363184477387023,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"636","SNPV","LOV","DO",24,7,85.9020954342791,"treatment",7379.17,"131",1488,1310,2798,0.379175435719735,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"637","SNPV","LOV","DO",24,8,85.9020954342791,"control",7379.17,"138",791,1027,1818,0.2463691716006,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"638","SNPV","LOV","DO",24,8,85.9020954342791,"treatment",7379.17,"136",1046,933,1979,0.268187343563029,"change","",NA,NA,NA,NA,NA,NA,NA
"639","SNPV","LOV","DO",24,10,85.9,"control",7378.81,"130",834,839,1673,0.22673032643475,"change","",NA,NA,NA,NA,NA,NA,NA
"640","SNPV","LOV","DO",24,10,85.9,"treatment",7378.81,"137",912,463,1375,0.186344410548584,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"641","SNPV","LOV","DO",24,11,85.8005244739215,"control",7361.73,"128",1273,867,2140,0.29069254101957,"change","",NA,NA,NA,NA,NA,NA,NA
"642","SNPV","LOV","DO",24,11,85.8005244739215,"treatment",7361.73,"122",1240,745,1985,0.26963770744105,"change","",NA,NA,NA,NA,NA,NA,NA
"643","SNPV","LOV","DO",24,12,85.9005238633619,"control",7378.9,"116",1062,898,1960,0.26562224721842,"change","",NA,NA,NA,NA,NA,NA,NA
"644","SNPV","LOV","DO",24,12,85.9005238633619,"treatment",7378.9,"122",1277,1050,2327,0.315358657794522,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"645","SNPV","LOV","DO",24,13,85.9005238633619,"control",7378.9,"137",1931,1404,3335,0.451964384935424,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"646","SNPV","LOV","DO",24,13,85.9005238633619,"treatment",7378.9,"127",1064,753,1817,0.246242664895852,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"647","SNPV","LOV","DO",24,14,86.0005232542221,"control",7396.09,"128",1506,1674,3180,0.429956909664431,"change","",NA,NA,NA,NA,NA,NA,NA
"648","SNPV","LOV","DO",24,14,86.0005232542221,"treatment",7396.09,"128",1647,947,2594,0.350725856499853,"change","",NA,NA,NA,NA,NA,NA,NA
"649","SNPV","LOV","DO",24,15,85.9005238633619,"control",7378.9,"119",1932,1634,3566,0.483269864071881,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"650","SNPV","LOV","DO",24,15,85.9005238633619,"treatment",7378.9,"120",1374,2276,3650,0.494653674666956,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"651","SNPV","LOV","DO",24,16,86.0005232542221,"control",7396.09,"129",1748,2159,3907,0.528252089955639,"change","",NA,NA,NA,NA,NA,NA,NA
"652","SNPV","LOV","DO",24,16,86.0005232542221,"treatment",7396.09,"123",1375,1778,3153,0.426306332129544,"change","",NA,NA,NA,NA,NA,NA,NA
"653","SNPV","LOV","DO",48,1,85.8014568640883,"control",7361.89,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"654","SNPV","LOV","DO",48,1,85.8014568640883,"treatment",7361.89,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"655","SNPV","LOV","DO",48,2,85.8014568640883,"control",7361.89,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"656","SNPV","LOV","DO",48,2,85.8014568640883,"treatment",7361.89,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"657","SNPV","LOV","DO",48,3,85.802855430341,"control",7362.13,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"658","SNPV","LOV","DO",48,3,85.802855430341,"treatment",7362.13,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"659","SNPV","LOV","DO",48,4,85.8037295226729,"control",7362.28,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"660","SNPV","LOV","DO",48,4,85.8037295226729,"treatment",7362.28,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"661","SNPV","LOV","DO",48,5,85.8037295226729,"control",7362.28,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"662","SNPV","LOV","DO",48,5,85.8037295226729,"treatment",7362.28,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"663","SNPV","LOV","DO",48,6,85.7037338743184,"control",7345.13,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"664","SNPV","LOV","DO",48,6,85.7037338743184,"treatment",7345.13,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"665","SNPV","LOV","DO",48,7,85.8047201498845,"control",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"666","SNPV","LOV","DO",48,7,85.8047201498845,"treatment",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"667","SNPV","LOV","DO",48,8,85.7058341071365,"control",7345.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"668","SNPV","LOV","DO",48,8,85.7058341071365,"treatment",7345.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"669","SNPV","LOV","DO",48,10,85.8070509923281,"control",7362.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"670","SNPV","LOV","DO",48,10,85.8070509923281,"treatment",7362.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"671","SNPV","LOV","DO",48,11,85.7000583430373,"control",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"672","SNPV","LOV","DO",48,11,85.7000583430373,"treatment",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"673","SNPV","LOV","DO",48,12,85.7000583430373,"control",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"674","SNPV","LOV","DO",48,12,85.7000583430373,"treatment",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"675","SNPV","LOV","DO",48,13,85.7000583430373,"control",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"676","SNPV","LOV","DO",48,13,85.7000583430373,"treatment",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"677","SNPV","LOV","DO",48,14,85.700233371911,"control",7344.53,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"678","SNPV","LOV","DO",48,14,85.700233371911,"treatment",7344.53,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
